Wed Jan 15 14:32:11 2025    profiling-output

         709732 function calls (690255 primitive calls) in 2.061 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      160    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:166(_type_convert)
      163    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      270    0.000    0.000    0.000    0.000 /usr/lib/python3.12/types.py:192(__init__)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:274(getuntil)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.12/urllib/request.py:2505(getproxies_environment)
        1    0.000    0.000    0.074    0.074 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:1(<module>)
      510    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      159    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1246(<genexpr>)
      341    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      263    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:387(_last_descendant)
      335    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:632(cached)
      196    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      952    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      539    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.033    0.033 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/dammit.py:67(EntitySubstitution)
    77/44    0.000    0.000    0.177    0.004 <frozen importlib._bootstrap>:1390(_handle_fromlist)
      217    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:420(__exit__)
      503    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/pathlib.py:1(<module>)
       34    0.000    0.000    0.001    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:2422(__init__)
      272    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      518    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       34    0.000    0.000    0.022    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:2013(find_all)
    42/30    0.000    0.000    0.014    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:569(parse_pseudo_class)
      328    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      196    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       58    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:262(_collect_parameters)
    30/17    0.000    0.000    0.207    0.012 {built-in method builtins.__import__}
      191    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1414(_missing_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:1200(EmailMessage)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/quoprimime.py:1(<module>)
      415    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
      194    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:953(fix_flags)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.005    0.005 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:374(urlparse)
       34    0.000    0.000    0.001    0.000 /usr/lib/python3.12/ipaddress.py:2238(__init__)
      418    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
      318    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:59(_is_sunder)
       34    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:2155(__init__)
       42    0.000    0.000    0.171    0.004 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:1151(_handle_chunk)
  136/131    0.000    0.000    0.001    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:375(_freeze_relations)
       68    0.000    0.000    1.097    0.016 {method 'readline' of '_io.BufferedReader' objects}
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:469(_parse_headers)
    38/29    0.000    0.000    0.014    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:732(parse_pseudo_open)
      179    0.000    0.000    0.006    0.000 /usr/lib/python3.12/re/_parser.py:98(closegroup)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.12/ssl.py:1(<module>)
       88    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1213(_parse_octet)
      262    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1449(__getitem__)
        5    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/url.py:227(_encode_invalid_chars)
      509    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      415    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       91    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.007    0.007 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_match.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/status_codes.py:109(_init)
       51    0.000    0.000    0.001    0.000 /usr/lib/python3.12/html/parser.py:123(set_cdata_mode)
      330    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:732(readable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:671(_BaseNetwork)
      259    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      164    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/stringprep.py:1(<module>)
      425    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
       22    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/util.py:16(lower)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:345(_remove_dups_flatten)
       54    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1147(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/http/cookies.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       56    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
      194    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:77(__init__)
      218    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.12/email/feedparser.py:216(_parsegen)
      660    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1083(_checkClosed)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:271(_RandomNameSequence)
       69    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        7    0.000    0.000    0.003    0.000 /usr/lib/python3.12/typing.py:2761(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_text.py:1(<module>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:518(decorating_function)
        1    0.000    0.000    0.015    0.015 /usr/lib/python3.12/importlib/metadata/__init__.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/url.py:1(<module>)
       64    0.000    0.000    0.170    0.003 /usr/lib/python3.12/http/client.py:633(_safe_read)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/__init__.py:26(__new__)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.12/logging/__init__.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      2/1    0.000    0.000    1.503    1.503 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:673(send)
       56    0.000    0.000    0.002    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:90(handle_startendtag)
       43    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:1133(_update_chunk_length)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        2    0.000    0.000    1.099    0.549 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:485(getresponse)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1920(__init__)
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:533(_split_addr_prefix)
      343    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:428(_get_iscased)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:31(_combine_flags)
       44    0.000    0.000    0.007    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:469(_decode)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1096(_generic_init_subclass)
      332    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f2f73ac36a0}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1309(_real_close)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1008(_find_data_type_)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      179    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.102    0.102 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/__init__.py:1(<module>)
        1    0.000    0.000    0.026    0.026 /usr/lib/python3.12/http/client.py:1(<module>)
      462    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_types.py:73(__hash__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:494(get)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/dammit.py:522(UnicodeDammit)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1502(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.017    0.017 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:1(<module>)
       52    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:885(__init__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.026    0.026 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/urllib/parse.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/importlib/resources/_common.py:1(<module>)
        1    0.000    0.000    0.037    0.037 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/url.py:367(parse_url)
  134/132    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:301(header_source_parse)
        2    0.000    0.000    0.056    0.028 /usr/lib/python3.12/http/client.py:213(_read_headers)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:529(get_all)
       65    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/structures.py:46(__setitem__)
      189    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:452(urlsplit)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/urllib/request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/hmac.py:1(<module>)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      100    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.170    0.170 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/__init__.py:1(<module>)
        2    0.000    0.000    1.322    0.661 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:592(urlopen)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/poolmanager.py:95(_default_key_normalizer)
       68    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/status_codes.py:116(doc)
      164    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.001    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:765(should_bypass_proxies)
        2    0.000    0.000    1.323    0.661 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:613(send)
        1    0.000    0.000    0.003    0.003 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:1(<module>)
      162    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    1.321    0.661 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:377(_make_request)
      3/2    0.000    0.000    1.180    0.590 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:159(resolve_redirects)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:369(request)
        2    0.000    0.000    1.098    0.549 /usr/lib/python3.12/http/client.py:324(begin)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.222    0.222 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:669(connect)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:785(__delattr__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1178(__getattr__)
        1    0.000    0.000    0.023    0.023 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/ssl_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:457(prepare_request)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1377(getLogger)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.12/http/cookiejar.py:1(<module>)
